budget_log,popularity_log,popularitylog_to_meanpopularitylog_year,crew_male_count,budgetlog to popularity_ratio,cast_male_count,cast_count,crew_count,crew_female_count,people count in dept_Editing,people count in dept_Production,people count in job_Producer,people count in job_Editor,people count in job_Casting,people count in dept_Visual Effects,cast_female_count,people count in job_Art Direction,count_of_tagline_words,production_companies_count,Keywords_count,part of collection,people count in job_Production Design,people count in job_Screenplay,people count in job_Executive Producer,prod_country_United States of America
15.89495209964411,2.1954881817847554,0.7284179954896145,8.0,7.2398258535478845,11.0,44.0,31.0,2.0,1.0,4.0,2.0,1.0,1.0,0.0,7.0,0.0,0.0,1.0,8.0,0.0,1.0,1.0,0.0,1.0
17.45309671769066,2.0925685048580487,1.2608040148554476,11.0,8.340513907751186,12.0,17.0,15.0,1.0,1.0,5.0,2.0,1.0,2.0,0.0,4.0,1.0,2.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0
13.235692062711331,0.4529235923345303,0.24715557676741173,0.0,29.222792291498525,1.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
16.300417207752275,1.4981324270771064,1.0210250868959954,6.0,10.88049154610103,13.0,17.0,6.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,7.0,1.0,5.0,0.0,0.0,1.0,0.0,1.0
15.89495209964411,0.012585469684498817,0.009081632056667793,1.0,1262.9605805829792,7.0,13.0,7.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,11.0,1.0,5.0,0.0,0.0,3.0,0.0,1.0
15.89495209964411,1.6884041640135348,1.340413037557323,1.0,9.41418674416198,3.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
16.811242831518264,2.17017318779529,1.0937819758601957,6.0,7.746498263853792,10.0,30.0,21.0,0.0,2.0,8.0,3.0,1.0,3.0,0.0,1.0,3.0,10.0,4.0,12.0,0.0,1.0,2.0,2.0,1.0
15.89495209964411,2.210767786001009,1.4467816121220587,2.0,7.189788181415475,6.0,9.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,7.0,0.0,0.0,0.0,0.0,1.0
15.89495209964411,1.0811201900435614,0.6295740002730044,0.0,14.702298824891669,2.0,9.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0
18.643824295266576,2.835494504935081,1.6779173664275775,18.0,6.575157970794032,10.0,14.0,105.0,7.0,4.0,13.0,1.0,2.0,1.0,6.0,3.0,1.0,5.0,2.0,9.0,1.0,1.0,0.0,2.0,1.0
15.89495209964411,0.6325719950215176,0.34518779529810784,0.0,25.127498885092795,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,1.0
16.454567887579532,1.3633017963789233,0.7996273284273685,1.0,12.0696443966293,5.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,1.0,20.0,0.0,0.0,0.0,0.0,1.0
18.82614585206053,3.138319698751302,2.0326339933270456,19.0,5.99879797445468,29.0,79.0,126.0,3.0,6.0,23.0,2.0,1.0,6.0,7.0,7.0,5.0,9.0,3.0,10.0,1.0,1.0,3.0,1.0,1.0
15.201804919084164,0.5883814879598027,0.510728037025202,8.0,25.836647192616514,7.0,15.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,15.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0
15.89495209964411,1.8534207300191825,1.2151842192544573,16.0,8.576008588983248,8.0,10.0,48.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,16.0,2.0,16.0,0.0,1.0,1.0,0.0,1.0
15.424948470398375,2.046807806674508,1.3548579716405464,6.0,7.5361000774467515,7.0,16.0,7.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,6.0,0.0,6.0,3.0,10.0,1.0,0.0,1.0,0.0,1.0
16.300417207752275,2.4123985894003144,1.2818943126073066,14.0,6.75693365075475,6.0,14.0,69.0,5.0,4.0,9.0,2.0,1.0,1.0,1.0,4.0,1.0,15.0,2.0,11.0,0.0,1.0,0.0,4.0,1.0
14.22097566607244,2.177279886616176,1.7285282805120217,7.0,6.53153310857705,6.0,9.0,12.0,0.0,1.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,7.0,1.0,6.0,1.0,0.0,3.0,0.0,1.0
16.300417207752275,1.6380613258796057,1.0988671694805974,7.0,9.951042094836884,10.0,16.0,12.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,9.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0
15.89495209964411,1.8411132840404232,0.9783261597180204,1.0,8.63333736029636,1.0,7.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0
14.508657738524219,2.659195124826033,1.2035167467010746,11.0,5.456033520471119,25.0,56.0,34.0,3.0,2.0,8.0,4.0,1.0,1.0,0.0,10.0,2.0,0.0,1.0,17.0,0.0,0.0,2.0,0.0,1.0
18.258161814454592,0.8059435813715454,0.5219953597625379,16.0,22.65439199029672,14.0,56.0,57.0,6.0,5.0,10.0,1.0,3.0,2.0,3.0,9.0,1.0,9.0,1.0,9.0,1.0,1.0,1.0,3.0,1.0
17.182806387950748,2.492552016019008,1.4025111377401955,11.0,6.8936601031878775,13.0,22.0,20.0,4.0,1.0,13.0,3.0,1.0,1.0,0.0,7.0,0.0,5.0,7.0,18.0,0.0,0.0,0.0,9.0,1.0
15.89495209964411,2.0369894432201225,1.1121301874083118,8.0,7.803158800134468,1.0,13.0,11.0,2.0,1.0,3.0,2.0,1.0,1.0,0.0,4.0,0.0,9.0,8.0,13.0,0.0,1.0,1.0,0.0,1.0
16.213405830762646,2.1150962889429414,1.302147217149922,5.0,7.6655639346167055,4.0,15.0,7.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,8.0,0.0,10.0,2.0,7.0,0.0,0.0,1.0,1.0,1.0
15.89495209964411,-0.08386433412776163,-0.045787207165364795,1.0,-189.53172722303174,1.0,6.0,5.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0
13.005829561148378,0.9092806183426188,0.49686845182188394,3.0,14.303427675445905,9.0,16.0,12.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,3.0,1.0,15.0,1.0,15.0,0.0,0.0,0.0,1.0,1.0
16.64872390202049,2.2685370823179065,1.3908786324226667,5.0,7.338969255468129,8.0,16.0,10.0,2.0,0.0,6.0,2.0,0.0,0.0,0.0,7.0,0.0,10.0,1.0,5.0,1.0,0.0,1.0,4.0,1.0
13.122363377404328,-0.4145114027252604,-0.2879171400840704,5.0,-31.657424358243475,5.0,11.0,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.60727002719233,2.3467920082009055,1.6934371196538978,6.0,6.650470076876201,10.0,55.0,9.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,0.0,5.0,2.0,5.0,1.0,0.0,3.0,1.0,1.0
15.89495209964411,0.9682754072028122,0.6102660494339401,8.0,16.41573459514169,10.0,15.0,13.0,0.0,2.0,3.0,1.0,2.0,1.0,0.0,2.0,0.0,19.0,2.0,13.0,0.0,1.0,1.0,0.0,1.0
14.22097566607244,1.8926035511361523,0.9538850002034922,16.0,7.51397494606592,12.0,31.0,80.0,4.0,6.0,31.0,6.0,1.0,1.0,4.0,13.0,1.0,3.0,5.0,13.0,0.0,1.0,0.0,15.0,1.0
16.523560759066484,1.606248832720696,0.9421248224784384,14.0,10.287049193417031,12.0,17.0,22.0,1.0,2.0,8.0,4.0,2.0,1.0,0.0,4.0,1.0,12.0,6.0,13.0,0.0,1.0,1.0,3.0,1.0
16.14615070177298,1.469956510703735,0.8271162908561669,9.0,10.984100947342371,4.0,11.0,12.0,2.0,1.0,5.0,3.0,1.0,2.0,0.0,6.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0
17.576710673657836,2.3931528635126997,1.3465811440726247,15.0,7.344583349288653,4.0,20.0,99.0,7.0,4.0,15.0,5.0,1.0,1.0,6.0,9.0,1.0,3.0,6.0,16.0,0.0,1.0,0.0,1.0,1.0
17.14771506813948,2.0126157400427926,1.1581963192161144,11.0,8.520113763879676,10.0,18.0,32.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,0.0,6.0,1.0,8.0,1.0,1.0,1.0,0.0,1.0
14.508657738524219,2.326295857876013,1.4262915191613676,2.0,6.236806762735294,1.0,6.0,7.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,10.0,2.0,9.0,0.0,0.0,0.0,0.0,1.0
17.72753356339242,1.9824588890722434,1.0932206473238797,7.0,8.942194797133272,14.0,21.0,9.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0,4.0,0.0,6.0,2.0,4.0,0.0,0.0,1.0,1.0,1.0
15.89495209964411,2.2764098919122944,1.2124948206070514,9.0,6.9824648698445,8.0,19.0,33.0,5.0,3.0,5.0,1.0,1.0,1.0,0.0,4.0,0.0,8.0,1.0,12.0,0.0,1.0,1.0,0.0,1.0
15.830413578506539,2.510759402164022,1.3845502845170197,1.0,6.30503008964631,3.0,9.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0
16.811242831518264,2.614118790358832,0.8673110541168927,6.0,6.430940664793063,8.0,41.0,21.0,6.0,1.0,13.0,4.0,1.0,1.0,0.0,3.0,0.0,10.0,3.0,7.0,0.0,1.0,1.0,8.0,1.0
15.89495209964411,1.472445451502423,0.9636050505059676,12.0,10.794934429269045,10.0,13.0,20.0,5.0,1.0,7.0,2.0,1.0,2.0,0.0,2.0,1.0,16.0,3.0,22.0,0.0,1.0,1.0,2.0,1.0
17.216707939626428,3.229295946342571,1.7583616006063147,26.0,5.331412241459533,11.0,36.0,161.0,11.0,7.0,24.0,2.0,1.0,2.0,17.0,9.0,5.0,4.0,3.0,15.0,1.0,2.0,0.0,5.0,1.0
15.89495209964411,1.3433764216407724,0.8200911259722804,2.0,11.832091023475268,3.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0
17.37085861945369,0.5251828635791878,0.28961041928800674,4.0,33.07582905708135,12.0,29.0,9.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,5.0,0.0,0.0,4.0,1.0,0.0
15.89495209964411,2.6618536506071453,1.452545165278847,3.0,5.971384676245672,6.0,12.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,19.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0
16.523560759066484,2.9005451661759443,1.7706960706943002,9.0,5.696708657307694,27.0,71.0,17.0,4.0,1.0,6.0,5.0,1.0,0.0,0.0,12.0,1.0,19.0,5.0,16.0,0.0,1.0,0.0,1.0,1.0
15.89495209964411,-1.7039519092762143,-0.9952907203405759,1.0,-9.328286797950648,3.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14.73180128983843,1.0792102811131241,0.6616821614206925,1.0,13.650538312740762,5.0,9.0,10.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0
15.89495209964411,0.04124942315961793,0.02529072225429603,2.0,385.3375606766021,3.0,6.0,10.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
16.166885815127753,2.398214767209141,1.4008147120776913,1.0,6.741216856879561,2.0,8.0,15.0,1.0,0.0,8.0,8.0,0.0,0.0,0.0,2.0,0.0,5.0,1.0,13.0,0.0,0.0,6.0,0.0,0.0
15.60727002719233,1.7101530952208313,1.3576793719839682,7.0,9.126241428798496,10.0,11.0,8.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,8.0,1.0,10.0,0.0,1.0,1.0,0.0,1.0
15.761420707019587,2.0742407911913783,1.2769947581434054,12.0,7.598645622028639,11.0,14.0,47.0,1.0,4.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,4.0,8.0,0.0,1.0,0.0,2.0,1.0
17.909855120186375,2.479597581592796,1.5137201605510608,17.0,7.22288779967344,15.0,38.0,60.0,10.0,5.0,11.0,4.0,2.0,2.0,2.0,5.0,1.0,10.0,3.0,14.0,0.0,1.0,2.0,4.0,1.0
15.89495209964411,0.0644366409479608,0.03831317177728072,2.0,246.67567808944162,4.0,7.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
15.89495209964411,0.876005676509601,0.5116812957274257,5.0,18.14480490922926,6.0,20.0,11.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,8.0,1.0,8.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0
15.89495209964411,0.46397486772823454,0.24228304468759232,1.0,34.25821785880504,0.0,16.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0
16.204273347199372,2.5992890208445747,1.3812036813831676,5.0,6.234117567246983,5.0,14.0,40.0,3.0,3.0,7.0,1.0,2.0,1.0,2.0,5.0,1.0,6.0,5.0,8.0,0.0,1.0,1.0,2.0,0.0
17.24949776244942,1.8753581546043114,1.2580539412990566,6.0,9.197975181486841,11.0,25.0,16.0,8.0,1.0,4.0,3.0,1.0,1.0,1.0,4.0,1.0,7.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0
18.09217667698033,3.032794360472247,1.6724248014581957,24.0,5.9655138220987505,29.0,55.0,67.0,1.0,3.0,12.0,5.0,1.0,1.0,2.0,1.0,4.0,8.0,3.0,8.0,0.0,1.0,1.0,1.0,1.0
16.454567887579532,1.354234904847638,0.8169574693161832,3.0,12.15045324018642,3.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0
16.523560759066484,1.1664868016919632,0.5878370656086039,10.0,14.165235933316541,10.0,18.0,13.0,2.0,1.0,4.0,1.0,1.0,2.0,0.0,3.0,1.0,6.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0
18.132998671500584,2.575416767096906,1.5722149074171967,25.0,7.040801668749206,5.0,10.0,104.0,9.0,4.0,20.0,7.0,1.0,1.0,1.0,5.0,1.0,5.0,7.0,1.0,0.0,1.0,1.0,4.0,1.0
17.37085861945369,1.6280052672914123,0.8888380885039588,7.0,10.670026054863072,7.0,20.0,25.0,6.0,1.0,5.0,4.0,1.0,1.0,0.0,9.0,1.0,9.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0
18.420680743952367,2.4593258157624023,1.2224075372764434,16.0,7.490134339211933,14.0,26.0,110.0,5.0,7.0,8.0,5.0,2.0,2.0,25.0,2.0,3.0,10.0,8.0,22.0,0.0,1.0,1.0,0.0,1.0
16.811242831518264,1.5303066059749388,1.2149004188859973,9.0,10.985538954011139,8.0,13.0,13.0,3.0,1.0,5.0,1.0,1.0,1.0,0.0,2.0,0.0,12.0,2.0,3.0,0.0,1.0,1.0,2.0,1.0
18.34811005111753,3.467943620247164,2.1170758564179972,19.0,5.290775185615573,20.0,26.0,30.0,6.0,1.0,12.0,2.0,1.0,5.0,1.0,3.0,4.0,6.0,3.0,16.0,1.0,1.0,3.0,5.0,1.0
